Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Date S F,Week,Highlights
1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787,2010-07-09,2010-07-09,"- Total sales decreased by $184,633.00, which represents a decrease of 3.04%. The decrease was driven mainly by a decline of $123,038.00 (6.14%) in store 2."
4,2010-07-16,1898427.66,0,78.53,2.621,126.1498065,7.372,2010-07-16,2010-07-16,"- Total sales decreased by $53,531.00 (-0.91%). The decrease was driven mainly by a decline of $97,135.00 (-6.28%) in store 1."
3,2010-07-16,352728.78,0,84.32,2.623,214.4176476,7.346,2010-07-16,2010-07-16,"- Total sales decreased by $53,531.00 (-0.91%). The decrease was driven mainly by a decline of $97,135.00 (-6.28%) in store 1."
5,2010-07-16,280701.7,0,83.98,2.623,211.6561123,6.496,2010-07-16,2010-07-16,"- Total sales decreased by $53,531.00 (-0.91%). The decrease was driven mainly by a decline of $97,135.00 (-6.28%) in store 1."
1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787,2010-07-16,2010-07-16,"- Total sales decreased by $53,531.00 (-0.91%). The decrease was driven mainly by a decline of $97,135.00 (-6.28%) in store 1."
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,2010-07-16,2010-07-16,"- Total sales decreased by $53,531.00 (-0.91%). The decrease was driven mainly by a decline of $97,135.00 (-6.28%) in store 1."
3,2010-07-23,352864.49,0,83.32,2.608,214.5564968,7.346,2010-07-23,2010-07-23,"Total sales decreased by $183,860.00, which represents a decrease of 3.16%. The decline was driven mainly by a reduction of $50,001.00 (2.63%) in store 4. Sales in store 2 fell by $64,162.00 (3.48%), while store 1 experienced a decrease of $63,874.00 (4.41%). Store 5 also saw a drop of $5,959.00 (2.12%). However, store 3 managed a slight increase of $136.00 (0.04%)."
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,2010-07-23,2010-07-23,"Total sales decreased by $183,860.00, which represents a decrease of 3.16%. The decline was driven mainly by a reduction of $50,001.00 (2.63%) in store 4. Sales in store 2 fell by $64,162.00 (3.48%), while store 1 experienced a decrease of $63,874.00 (4.41%). Store 5 also saw a drop of $5,959.00 (2.12%). However, store 3 managed a slight increase of $136.00 (0.04%)."
5,2010-07-23,274742.63,0,83.66,2.608,211.7915565,6.496,2010-07-23,2010-07-23,"Total sales decreased by $183,860.00, which represents a decrease of 3.16%. The decline was driven mainly by a reduction of $50,001.00 (2.63%) in store 4. Sales in store 2 fell by $64,162.00 (3.48%), while store 1 experienced a decrease of $63,874.00 (4.41%). Store 5 also saw a drop of $5,959.00 (2.12%). However, store 3 managed a slight increase of $136.00 (0.04%)."
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,2010-07-23,2010-07-23,"Total sales decreased by $183,860.00, which represents a decrease of 3.16%. The decline was driven mainly by a reduction of $50,001.00 (2.63%) in store 4. Sales in store 2 fell by $64,162.00 (3.48%), while store 1 experienced a decrease of $63,874.00 (4.41%). Store 5 also saw a drop of $5,959.00 (2.12%). However, store 3 managed a slight increase of $136.00 (0.04%)."
4,2010-07-23,1848426.78,0,79.78,2.612,126.1283548,7.372,2010-07-23,2010-07-23,"Total sales decreased by $183,860.00, which represents a decrease of 3.16%. The decline was driven mainly by a reduction of $50,001.00 (2.63%) in store 4. Sales in store 2 fell by $64,162.00 (3.48%), while store 1 experienced a decrease of $63,874.00 (4.41%). Store 5 also saw a drop of $5,959.00 (2.12%). However, store 3 managed a slight increase of $136.00 (0.04%)."
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,2010-07-30,2010-07-30,"- Total sales decreased by $53,062.00, which represents a decrease of 0.94%. The decrease was driven mainly by a decline of $51,789.00 (2.8%) in store 4."
3,2010-07-30,347955.05,0,82.04,2.64,214.695346,7.346,2010-07-30,2010-07-30,"- Total sales decreased by $53,062.00, which represents a decrease of 0.94%. The decrease was driven mainly by a decline of $51,789.00 (2.8%) in store 4."
5,2010-07-30,268929.03,0,82.46,2.64,211.9270006,6.496,2010-07-30,2010-07-30,"- Total sales decreased by $53,062.00, which represents a decrease of 0.94%. The decrease was driven mainly by a decline of $51,789.00 (2.8%) in store 4."
4,2010-07-30,1796637.61,0,80.7,2.65,126.1069032,7.372,2010-07-30,2010-07-30,"- Total sales decreased by $53,062.00, which represents a decrease of 0.94%. The decrease was driven mainly by a decline of $51,789.00 (2.8%) in store 4."
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,2010-07-30,2010-07-30,"- Total sales decreased by $53,062.00, which represents a decrease of 0.94%. The decrease was driven mainly by a decline of $51,789.00 (2.8%) in store 4."
4,2010-08-06,1907638.58,0,76.53,2.64,126.0854516,7.372,2010-08-06,2010-08-06,- Total sales increased by 620965.0 dollars (11.11%). The increase was driven mainly by an expansion of 233505.0 dollars (17.02%) in store 1.
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,2010-08-06,2010-08-06,- Total sales increased by 620965.0 dollars (11.11%). The increase was driven mainly by an expansion of 233505.0 dollars (17.02%) in store 1.
3,2010-08-06,402635.76,0,85.13,2.627,214.8341952,7.346,2010-08-06,2010-08-06,- Total sales increased by 620965.0 dollars (11.11%). The increase was driven mainly by an expansion of 233505.0 dollars (17.02%) in store 1.
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,2010-08-06,2010-08-06,- Total sales increased by 620965.0 dollars (11.11%). The increase was driven mainly by an expansion of 233505.0 dollars (17.02%) in store 1.
5,2010-08-06,303043.02,0,86.1,2.627,212.0624447,6.496,2010-08-06,2010-08-06,- Total sales increased by 620965.0 dollars (11.11%). The increase was driven mainly by an expansion of 233505.0 dollars (17.02%) in store 1.
3,2010-08-13,339597.38,0,86.74,2.692,214.9730444,7.346,2010-08-13,2010-08-13,"- Total sales decreased by $173,755.00, which represents a decrease of 2.8%. The decrease was driven mainly by a decline of $97,254.00 (6.06%) in store 1."
4,2010-08-13,2007050.75,0,78.08,2.698,126.064,7.372,2010-08-13,2010-08-13,"- Total sales decreased by $173,755.00, which represents a decrease of 2.8%. The decrease was driven mainly by a decline of $97,254.00 (6.06%) in store 1."
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,2010-08-13,2010-08-13,"- Total sales decreased by $173,755.00, which represents a decrease of 2.8%. The decrease was driven mainly by a decline of $97,254.00 (6.06%) in store 1."
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,2010-08-13,2010-08-13,"- Total sales decreased by $173,755.00, which represents a decrease of 2.8%. The decrease was driven mainly by a decline of $97,254.00 (6.06%) in store 1."
5,2010-08-13,286477.35,0,87.41,2.692,212.1978889,6.496,2010-08-13,2010-08-13,"- Total sales decreased by $173,755.00, which represents a decrease of 2.8%. The decrease was driven mainly by a decline of $97,254.00 (6.06%) in store 1."
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,2010-08-20,2010-08-20,"- Total sales increased by $76,566.00 (1.27%). The increase was driven mainly by an expansion of $68,734.00 (3.63%) in store 2."
5,2010-08-20,287205.38,0,87.71,2.664,212.1608984,6.496,2010-08-20,2010-08-20,"- Total sales increased by $76,566.00 (1.27%). The increase was driven mainly by an expansion of $68,734.00 (3.63%) in store 2."
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,2010-08-20,2010-08-20,"- Total sales increased by $76,566.00 (1.27%). The increase was driven mainly by an expansion of $68,734.00 (3.63%) in store 2."
4,2010-08-20,1997181.09,0,78.83,2.671,126.0766452,7.372,2010-08-20,2010-08-20,"- Total sales increased by $76,566.00 (1.27%). The increase was driven mainly by an expansion of $68,734.00 (3.63%) in store 2."
3,2010-08-20,351728.21,0,88.02,2.664,214.9314191,7.346,2010-08-20,2010-08-20,"- Total sales increased by $76,566.00 (1.27%). The increase was driven mainly by an expansion of $68,734.00 (3.63%) in store 2."
5,2010-08-27,288519.75,0,87.05,2.619,212.123908,6.496,2010-08-27,2010-08-27,"- Total sales decreased by $301,489.00, which represents a decrease of 4.93%. The decrease was driven mainly by a decline of $100,495.00 (5.12%) in store 2."
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,2010-08-27,2010-08-27,"- Total sales decreased by $301,489.00, which represents a decrease of 4.93%. The decrease was driven mainly by a decline of $100,495.00 (5.12%) in store 2."
3,2010-08-27,362134.09,0,86.15,2.619,214.8897938,7.346,2010-08-27,2010-08-27,"- Total sales decreased by $301,489.00, which represents a decrease of 4.93%. The decrease was driven mainly by a decline of $100,495.00 (5.12%) in store 2."
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,2010-08-27,2010-08-27,"- Total sales decreased by $301,489.00, which represents a decrease of 4.93%. The decrease was driven mainly by a decline of $100,495.00 (5.12%) in store 2."
4,2010-08-27,1848403.92,0,74.44,2.621,126.0892903,7.372,2010-08-27,2010-08-27,"- Total sales decreased by $301,489.00, which represents a decrease of 4.93%. The decrease was driven mainly by a decline of $100,495.00 (5.12%) in store 2."
5,2010-09-03,323798.0,0,84.06,2.577,212.0869176,6.496,2010-09-03,2010-09-03,"- Total sales increased by $258,860.00 (4.45%). The increase was driven mainly by an expansion of $91,021.00 (6.28%) in store 1."
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,2010-09-03,2010-09-03,"- Total sales increased by $258,860.00 (4.45%). The increase was driven mainly by an expansion of $91,021.00 (6.28%) in store 1."
3,2010-09-03,366473.97,0,84.16,2.577,214.8481685,7.346,2010-09-03,2010-09-03,"- Total sales increased by $258,860.00 (4.45%). The increase was driven mainly by an expansion of $91,021.00 (6.28%) in store 1."
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,2010-09-03,2010-09-03,"- Total sales increased by $258,860.00 (4.45%). The increase was driven mainly by an expansion of $91,021.00 (6.28%) in store 1."
4,2010-09-03,1935857.58,0,76.8,2.584,126.1019355,7.372,2010-09-03,2010-09-03,"- Total sales increased by $258,860.00 (4.45%). The increase was driven mainly by an expansion of $91,021.00 (6.28%) in store 1."
3,2010-09-10,352260.97,1,80.84,2.565,214.8065431,7.346,2010-09-10,2010-09-10,"- Total sales decreased by $199,697.00, which represents a decrease of 3.29%. The decline was primarily driven by a reduction of $70,037.00 (3.62%) in sales at store 4."
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,2010-09-10,2010-09-10,"- Total sales decreased by $199,697.00, which represents a decrease of 3.29%. The decline was primarily driven by a reduction of $70,037.00 (3.62%) in sales at store 4."
4,2010-09-10,1865820.81,1,73.54,2.574,126.1145806,7.372,2010-09-10,2010-09-10,"- Total sales decreased by $199,697.00, which represents a decrease of 3.29%. The decline was primarily driven by a reduction of $70,037.00 (3.62%) in sales at store 4."
5,2010-09-10,306533.08,1,79.86,2.565,212.0499271,6.496,2010-09-10,2010-09-10,"- Total sales decreased by $199,697.00, which represents a decrease of 3.29%. The decline was primarily driven by a reduction of $70,037.00 (3.62%) in sales at store 4."
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,2010-09-10,2010-09-10,"- Total sales decreased by $199,697.00, which represents a decrease of 3.29%. The decline was primarily driven by a reduction of $70,037.00 (3.62%) in sales at store 4."
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,2010-09-17,2010-09-17,"- Total sales decreased by $101,339.00, which represents a decrease of 1.73%. The decrease was driven mainly by a decline of $77,082.00 (5.11%) in store 1."
3,2010-09-17,363064.64,0,82.36,2.582,214.8322484,7.346,2010-09-17,2010-09-17,"- Total sales decreased by $101,339.00, which represents a decrease of 1.73%. The decrease was driven mainly by a decline of $77,082.00 (5.11%) in store 1."
5,2010-09-17,282558.65,0,82.28,2.582,212.0769346,6.496,2010-09-17,2010-09-17,"- Total sales decreased by $101,339.00, which represents a decrease of 1.73%. The decrease was driven mainly by a decline of $77,082.00 (5.11%) in store 1."
4,2010-09-17,1899959.61,0,64.91,2.594,126.1454667,7.372,2010-09-17,2010-09-17,"- Total sales decreased by $101,339.00, which represents a decrease of 1.73%. The decrease was driven mainly by a decline of $77,082.00 (5.11%) in store 1."
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,2010-09-17,2010-09-17,"- Total sales decreased by $101,339.00, which represents a decrease of 1.73%. The decrease was driven mainly by a decline of $77,082.00 (5.11%) in store 1."
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,2010-09-24,2010-09-24,- Total sales decreased by 234074.0 dollars (-4.06%). The decrease was driven mainly by a decline of 89275.0 dollars (-4.7%) in store 4.
3,2010-09-24,355626.87,0,76.9,2.624,214.9084516,7.346,2010-09-24,2010-09-24,- Total sales decreased by 234074.0 dollars (-4.06%). The decrease was driven mainly by a decline of 89275.0 dollars (-4.7%) in store 4.
5,2010-09-24,293131.58,0,78.53,2.624,212.1519404,6.496,2010-09-24,2010-09-24,- Total sales decreased by 234074.0 dollars (-4.06%). The decrease was driven mainly by a decline of 89275.0 dollars (-4.7%) in store 4.
4,2010-09-24,1810684.68,0,60.96,2.642,126.1900333,7.372,2010-09-24,2010-09-24,- Total sales decreased by 234074.0 dollars (-4.06%). The decrease was driven mainly by a decline of 89275.0 dollars (-4.7%) in store 4.
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,2010-09-24,2010-09-24,- Total sales decreased by 234074.0 dollars (-4.06%). The decrease was driven mainly by a decline of 89275.0 dollars (-4.7%) in store 4.
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,2010-10-01,2010-10-01,"Total sales increased by 229,762.0 dollars (4.15%). The increase was driven mainly by an expansion of 102,883.0 dollars (5.97%) in store 2."
3,2010-10-01,358784.1,0,73.6,2.603,214.9846548,7.564,2010-10-01,2010-10-01,"Total sales increased by 229,762.0 dollars (4.15%). The increase was driven mainly by an expansion of 102,883.0 dollars (5.97%) in store 2."
5,2010-10-01,283178.12,0,71.1,2.603,212.2269463,6.768,2010-10-01,2010-10-01,"Total sales increased by 229,762.0 dollars (4.15%). The increase was driven mainly by an expansion of 102,883.0 dollars (5.97%) in store 2."
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,2010-10-01,2010-10-01,"Total sales increased by 229,762.0 dollars (4.15%). The increase was driven mainly by an expansion of 102,883.0 dollars (5.97%) in store 2."
4,2010-10-01,1842821.02,0,63.96,2.619,126.2346,7.127,2010-10-01,2010-10-01,"Total sales increased by 229,762.0 dollars (4.15%). The increase was driven mainly by an expansion of 102,883.0 dollars (5.97%) in store 2."
3,2010-10-08,395107.35,0,66.99,2.633,215.060858,7.564,2010-10-08,2010-10-08,"- Total sales increased by $229,705.00 (3.98%). The increase was driven mainly by an expansion of $108,674.00 (5.9%) in store 4."
4,2010-10-08,1951494.85,0,67.73,2.645,126.2791667,7.127,2010-10-08,2010-10-08,"- Total sales increased by $229,705.00 (3.98%). The increase was driven mainly by an expansion of $108,674.00 (5.9%) in store 4."
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,2010-10-08,2010-10-08,"- Total sales increased by $229,705.00 (3.98%). The increase was driven mainly by an expansion of $108,674.00 (5.9%) in store 4."
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,2010-10-08,2010-10-08,"- Total sales increased by $229,705.00 (3.98%). The increase was driven mainly by an expansion of $108,674.00 (5.9%) in store 4."
5,2010-10-08,290494.85,0,64.99,2.633,212.3019522,6.768,2010-10-08,2010-10-08,"- Total sales increased by $229,705.00 (3.98%). The increase was driven mainly by an expansion of $108,674.00 (5.9%) in store 4."
5,2010-10-15,280681.2,0,68.11,2.72,212.3691867,6.768,2010-10-15,2010-10-15,"- Total sales decreased by $247,883.00, which represents a decrease of 4.13%. The decline was driven mainly by a reduction of $84,150.00 (4.31%) in store 4."
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,2010-10-15,2010-10-15,"- Total sales decreased by $247,883.00, which represents a decrease of 4.13%. The decline was driven mainly by a reduction of $84,150.00 (4.31%) in store 4."
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,2010-10-15,2010-10-15,"- Total sales decreased by $247,883.00, which represents a decrease of 4.13%. The decline was driven mainly by a reduction of $84,150.00 (4.31%) in store 4."
4,2010-10-15,1867345.09,0,62.03,2.732,126.3266774,7.127,2010-10-15,2010-10-15,"- Total sales decreased by $247,883.00, which represents a decrease of 4.13%. The decline was driven mainly by a reduction of $84,150.00 (4.31%) in store 4."
3,2010-10-15,345584.39,0,69.71,2.72,215.1293114,7.564,2010-10-15,2010-10-15,"- Total sales decreased by $247,883.00, which represents a decrease of 4.13%. The decline was driven mainly by a reduction of $84,150.00 (4.31%) in store 4."
4,2010-10-22,1927610.06,0,64.17,2.736,126.3815484,7.127,2010-10-22,2010-10-22,"- Total sales decreased by $102,479.00, which represents a decrease of 1.78%. The decrease was driven mainly by a decline of $113,955.00 (7.81%) in store 1."
5,2010-10-22,284988.27,0,70.96,2.725,212.4169928,6.768,2010-10-22,2010-10-22,"- Total sales decreased by $102,479.00, which represents a decrease of 1.78%. The decrease was driven mainly by a decline of $113,955.00 (7.81%) in store 1."
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,2010-10-22,2010-10-22,"- Total sales decreased by $102,479.00, which represents a decrease of 1.78%. The decrease was driven mainly by a decline of $113,955.00 (7.81%) in store 1."
3,2010-10-22,348895.98,0,71.64,2.725,215.17839,7.564,2010-10-22,2010-10-22,"- Total sales decreased by $102,479.00, which represents a decrease of 1.78%. The decrease was driven mainly by a decline of $113,955.00 (7.81%) in store 1."
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,2010-10-22,2010-10-22,"- Total sales decreased by $102,479.00, which represents a decrease of 1.78%. The decrease was driven mainly by a decline of $113,955.00 (7.81%) in store 1."
3,2010-10-29,348591.74,0,72.04,2.716,215.2274686,7.564,2010-10-29,2010-10-29,- Total sales increased by 102025.0 dollars (1.81%). The increase was driven mainly by an expansion of 64807.0 dollars (3.73%) in store 2.
4,2010-10-29,1933333.0,0,56.94,2.718,126.4364194,7.127,2010-10-29,2010-10-29,- Total sales increased by 102025.0 dollars (1.81%). The increase was driven mainly by an expansion of 64807.0 dollars (3.73%) in store 2.
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,2010-10-29,2010-10-29,- Total sales increased by 102025.0 dollars (1.81%). The increase was driven mainly by an expansion of 64807.0 dollars (3.73%) in store 2.
5,2010-10-29,278031.81,0,70.58,2.716,212.464799,6.768,2010-10-29,2010-10-29,- Total sales increased by 102025.0 dollars (1.81%). The increase was driven mainly by an expansion of 64807.0 dollars (3.73%) in store 2.
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,2010-10-29,2010-10-29,- Total sales increased by 102025.0 dollars (1.81%). The increase was driven mainly by an expansion of 64807.0 dollars (3.73%) in store 2.
4,2010-11-05,2013115.79,0,51.6,2.699,126.4912903,7.127,2010-11-05,2010-11-05,- Total sales increased by 505401.0 dollars (8.79%). The increase was driven mainly by an expansion of 167450.0 dollars (12.1%) in store 1.
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,2010-11-05,2010-11-05,- Total sales increased by 505401.0 dollars (8.79%). The increase was driven mainly by an expansion of 167450.0 dollars (12.1%) in store 1.
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,2010-11-05,2010-11-05,- Total sales increased by 505401.0 dollars (8.79%). The increase was driven mainly by an expansion of 167450.0 dollars (12.1%) in store 1.
5,2010-11-05,325310.3,0,58.88,2.689,212.5126051,6.768,2010-11-05,2010-11-05,- Total sales increased by 505401.0 dollars (8.79%). The increase was driven mainly by an expansion of 167450.0 dollars (12.1%) in store 1.
3,2010-11-05,423175.56,0,62.94,2.689,215.2765472,7.564,2010-11-05,2010-11-05,- Total sales increased by 505401.0 dollars (8.79%). The increase was driven mainly by an expansion of 167450.0 dollars (12.1%) in store 1.
3,2010-11-12,386635.03,0,62.79,2.728,215.3256258,7.564,2010-11-12,2010-11-12,"- Total sales decreased by $152,773.00, which represents a decrease of 2.44%. The decline was driven mainly by a reduction of $57,180.00 (3.69%) in store 1."
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,2010-11-12,2010-11-12,"- Total sales decreased by $152,773.00, which represents a decrease of 2.44%. The decline was driven mainly by a reduction of $57,180.00 (3.69%) in store 1."
5,2010-11-12,301827.36,0,62.37,2.728,212.5604113,6.768,2010-11-12,2010-11-12,"- Total sales decreased by $152,773.00, which represents a decrease of 2.44%. The decline was driven mainly by a reduction of $57,180.00 (3.69%) in store 1."
4,2010-11-12,1999794.26,0,52.65,2.741,126.5461613,7.127,2010-11-12,2010-11-12,"- Total sales decreased by $152,773.00, which represents a decrease of 2.44%. The decline was driven mainly by a reduction of $57,180.00 (3.69%) in store 1."
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,2010-11-12,2010-11-12,"- Total sales decreased by $152,773.00, which represents a decrease of 2.44%. The decline was driven mainly by a reduction of $57,180.00 (3.69%) in store 1."
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,2010-11-19,2010-11-19,"- Total sales increased by 108,714.0 dollars (1.78%). The increase was driven mainly by an expansion of 98,015.0 dollars (4.9%) in store 4."
3,2010-11-19,372545.32,0,57.72,2.771,215.2074519,7.564,2010-11-19,2010-11-19,"- Total sales increased by 108,714.0 dollars (1.78%). The increase was driven mainly by an expansion of 98,015.0 dollars (4.9%) in store 4."
4,2010-11-19,2097809.4,0,48.05,2.78,126.6072,7.127,2010-11-19,2010-11-19,"- Total sales increased by 108,714.0 dollars (1.78%). The increase was driven mainly by an expansion of 98,015.0 dollars (4.9%) in store 4."
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,2010-11-19,2010-11-19,"- Total sales increased by 108,714.0 dollars (1.78%). The increase was driven mainly by an expansion of 98,015.0 dollars (4.9%) in store 4."
5,2010-11-19,297384.81,0,52.52,2.771,212.445487,6.768,2010-11-19,2010-11-19,"- Total sales increased by 108,714.0 dollars (1.78%). The increase was driven mainly by an expansion of 98,015.0 dollars (4.9%) in store 4."
5,2010-11-26,488362.61,1,66.15,2.735,212.303441,6.768,2010-11-26,2010-11-26,"- Total sales increased by 2,249,486.0 dollars (36.23%). The increase was driven mainly by an expansion of 691,660.0 dollars (32.97%) in store 4."
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,2010-11-26,2010-11-26,"- Total sales increased by 2,249,486.0 dollars (36.23%). The increase was driven mainly by an expansion of 691,660.0 dollars (32.97%) in store 4."
3,2010-11-26,565567.84,1,68.71,2.735,215.0614025,7.564,2010-11-26,2010-11-26,"- Total sales increased by 2,249,486.0 dollars (36.23%). The increase was driven mainly by an expansion of 691,660.0 dollars (32.97%) in store 4."
4,2010-11-26,2789469.45,1,48.08,2.752,126.6692667,7.127,2010-11-26,2010-11-26,"- Total sales increased by 2,249,486.0 dollars (36.23%). The increase was driven mainly by an expansion of 691,660.0 dollars (32.97%) in store 4."
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,2010-11-26,2010-11-26,"- Total sales increased by 2,249,486.0 dollars (36.23%). The increase was driven mainly by an expansion of 691,660.0 dollars (32.97%) in store 4."
4,2010-12-03,2102530.17,0,46.4,2.727,126.7313333,7.127,2010-12-03,2010-12-03,"- Total sales decreased by $1,970,492.00 (-23.3%). The decrease was driven mainly by a decline of $686,939.00 (-24.63%) in store 4."
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,2010-12-03,2010-12-03,"- Total sales decreased by $1,970,492.00 (-23.3%). The decrease was driven mainly by a decline of $686,939.00 (-24.63%) in store 4."
3,2010-12-03,476420.77,0,53.76,2.708,214.9153531,7.564,2010-12-03,2010-12-03,"- Total sales decreased by $1,970,492.00 (-23.3%). The decrease was driven mainly by a decline of $686,939.00 (-24.63%) in store 4."
5,2010-12-03,344490.88,0,51.31,2.708,212.1613951,6.768,2010-12-03,2010-12-03,"- Total sales decreased by $1,970,492.00 (-23.3%). The decrease was driven mainly by a decline of $686,939.00 (-24.63%) in store 4."
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,2010-12-03,2010-12-03,"- Total sales decreased by $1,970,492.00 (-23.3%). The decrease was driven mainly by a decline of $686,939.00 (-24.63%) in store 4."
3,2010-12-10,467642.03,0,51.13,2.843,214.7693037,7.564,2010-12-10,2010-12-10,- Total sales increased by 697042.0 dollars (10.74%). The increase was driven mainly by an expansion of 362945.0 dollars (18.01%) in store 2.
4,2010-12-10,2302504.86,0,42.4,2.86,126.7934,7.127,2010-12-10,2010-12-10,- Total sales increased by 697042.0 dollars (10.74%). The increase was driven mainly by an expansion of 362945.0 dollars (18.01%) in store 2.
5,2010-12-10,352811.53,0,48.27,2.843,212.0193491,6.768,2010-12-10,2010-12-10,- Total sales increased by 697042.0 dollars (10.74%). The increase was driven mainly by an expansion of 362945.0 dollars (18.01%) in store 2.
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,2010-12-10,2010-12-10,- Total sales increased by 697042.0 dollars (10.74%). The increase was driven mainly by an expansion of 362945.0 dollars (18.01%) in store 2.
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,2010-12-10,2010-12-10,- Total sales increased by 697042.0 dollars (10.74%). The increase was driven mainly by an expansion of 362945.0 dollars (18.01%) in store 2.
4,2010-12-17,2740057.14,0,46.57,2.884,126.8794839,7.127,2010-12-17,2010-12-17,"- Total sales increased by $921,920.00 (12.83%). The increase was driven mainly by an expansion of $437,552.00 (19.0%) in store 4."
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,2010-12-17,2010-12-17,"- Total sales increased by $921,920.00 (12.83%). The increase was driven mainly by an expansion of $437,552.00 (19.0%) in store 4."
5,2010-12-17,367801.19,0,51.61,2.869,211.9580815,6.768,2010-12-17,2010-12-17,"- Total sales increased by $921,920.00 (12.83%). The increase was driven mainly by an expansion of $437,552.00 (19.0%) in store 4."
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,2010-12-17,2010-12-17,"- Total sales increased by $921,920.00 (12.83%). The increase was driven mainly by an expansion of $437,552.00 (19.0%) in store 4."
3,2010-12-17,498159.39,0,52.2,2.869,214.704919,7.564,2010-12-17,2010-12-17,"- Total sales increased by $921,920.00 (12.83%). The increase was driven mainly by an expansion of $437,552.00 (19.0%) in store 4."
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,2010-12-24,2010-12-24,"- Total sales increased by 2,316,453.0 dollars (28.58%). The increase was driven mainly by an expansion of 786,656.0 dollars (28.71%) in store 4."
4,2010-12-24,3526713.39,0,43.21,2.887,126.9835806,7.127,2010-12-24,2010-12-24,"- Total sales increased by 2,316,453.0 dollars (28.58%). The increase was driven mainly by an expansion of 786,656.0 dollars (28.71%) in store 4."
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,2010-12-24,2010-12-24,"- Total sales increased by 2,316,453.0 dollars (28.58%). The increase was driven mainly by an expansion of 786,656.0 dollars (28.71%) in store 4."
3,2010-12-24,605990.41,0,57.16,2.886,214.7017828,7.564,2010-12-24,2010-12-24,"- Total sales increased by 2,316,453.0 dollars (28.58%). The increase was driven mainly by an expansion of 786,656.0 dollars (28.71%) in store 4."
5,2010-12-24,466010.25,0,55.01,2.886,211.9573978,6.768,2010-12-24,2010-12-24,"- Total sales increased by 2,316,453.0 dollars (28.58%). The increase was driven mainly by an expansion of 786,656.0 dollars (28.71%) in store 4."
